cluster,state,district,date_announced,date_last_onset,category,status,cases_new,cases_total,cases_active,tests,icu,deaths,recovered,summary_bm,summary_en
Kluster Sungai Keling,15,Labuan,2023-11-30,2023-12-17,workplace,ended,0,16,0,77,0,0,0,"Kluster Ini Merupakan Hasil Saringan Bergejala Yang Melibatkan Pekerja-Pekerja Di Sebuah Syarikat Carigali Yang Terletak Di Sungai Keling, 87025 Wilayah Persekutuan Labuan.","This Cluster Is The Result Of Symptomatic Screening Involving Employees At An Exploration Company Located In Sungai Keling, 87025 Labuan Federal Territory."
Kluster Jalan Lama Kuala Selangor 2,10,"Sabak Bernam, Gombak",2023-12-01,2023-11-30,education,ended,0,60,0,60,0,0,0,"Kluster Ini Merupakan Kluster Yang Berulang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan  Yang Terletak Di  Jalan Lama Kuala Selangor, 45300 Sabak Bernam, Selangor. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5144807, Lelaki, Warganegara Malaysia, Berumur 13  Tahun, Yang Dilaporkan Positif Covid-19 Pada 26 November 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 26 November 2023.","This Cluster Is A Recurring Cluster Involving Students At An Educational Institution Located In Jalan Lama Kuala Selangor, 45300 Sabak Bernam, Selangor. The Index Case For This Cluster Is Case No. 5144807, Male, Malaysian Citizen, Aged 13, Who Was Reported Positive For Covid-19 On 26 November 2023 As A Result Of Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On November 26, 2023."
Kluster Jalan Metro Avenue,10,Hulu Langat,2023-12-01,2023-11-30,workplace,ended,0,8,0,8,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Kakitangan Di Sebuah Syarikat Yang Terletak Di Jalan Metro Avenue 2, Bandar Kajang, 43000 Kajang, Selangor. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5141941, Perempuan, Warganegara Malaysia, Berumur 42 Tahun, Yang Dilaporkan Positif Covid-19 Pada 28 November 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 25 November 2023.","This Cluster Is A Cluster Involving Staff At A Company Located At Jalan Metro Avenue 2, Bandar Kajang, 43000 Kajang, Selangor. The Index Case For This Cluster Is Case No. 5141941, Female, Malaysian Citizen, Aged 42, Who Was Reported Positive For Covid-19 On 28 November 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Are Also Reported To Have Started Showing Symptoms On November 25, 2023."
Kluster Jalan Bolong,12,Tuaran,2023-12-01,2023-12-03,education,ended,0,36,0,229,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Bolong 89207 Tuaran, Sabah. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5145682, Perempuan, Warganegara Malaysia, Berumur 17 Tahun, Yang Dilaporkan Positif Covid-19 Pada 27 November 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 25 November 2023.","This Cluster Is A Cluster Involving Students At An Educational Institution Located At Jalan Bolong 89207 Tuaran, Sabah. The Index Case For This Cluster Is Case No. 5145682, Female, Malaysian Citizen, Aged 17 Years, Who Was Reported Positive For Covid-19 On 27 November 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Are Also Reported To Have Started Showing Symptoms On November 25, 2023."
Kluster Jalan Pekan,6,Pekan,2023-12-01,2023-12-04,education,ended,0,31,0,61,0,0,0,"Kluster Ini Merupakan Hasil Saringan Bergejala Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Pekan, 26600 Pekan, Pahang","This Cluster Is The Result Of Symptomatic Screening Involving Students At An Educational Institution Located At Jalan Pekan, 26600 Pekan, Pahang"
Kluster Mandin Jaya 4,7,Seberang Perai Utara,2023-12-01,2023-12-05,highRisk,ended,0,20,0,97,0,0,0,"Kluster Ini Melibatkan Penghuni Sebuah Pusat Jagaan Warga Emas Yang Terletak Di Seksyen 3, Off Lorong Mak Mandin Jaya Dua, 13400, Butterworth, Pulau Pinang. Kes Indeks Untuk Kluster Ini Merupakan Kes No. 5143113,  Seorang Perempuan Berumur 75 Tahun, Warganegara Malaysia Yang  Dilaporkan Positif Covid-19 Pada 29 November 2023 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 18 November 2023.","This Cluster Involves Residents Of An Elderly Care Center Located In Section 3, Off Lorong Mak Mandin Jaya Dua, 13400, Butterworth, Penang. The Index Case For This Cluster Is Case No. 5143113, A 75-Year-Old Woman, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 29 November 2023 As A Result Of Symptomatic Screening. The Case Started Showing Symptoms On November 18, 2023."
Kluster Tiga Jalan Yaacob Latif 3,14,Cheras,2023-12-01,2023-12-06,education,ended,0,11,0,26,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Ketiga Yang Melibatkan Pelajar- Pelajar Dan Kakitangan Di Sebuah Institusi Pendidikan Yang Terletak Di  Jalan Yaacob Latif, Bandar Tun Razak, 56000 Kuala Lumpur. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5140154, Perempuan, Warganegara Malaysia, Berumur 48 Tahun, Kakitangan Sekolah, Yang Dilaporkan Positif Covid-19 Pada 25 November 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 22 November 2023.","This Cluster Is The Third Recurring Cluster Involving Students And Staff At An Educational Institution Located In Jalan Yaacob Latif, Bandar Tun Razak, 56000 Kuala Lumpur. The Index Case For This Cluster Is Case No. 5140154, Female, Malaysian Citizen, Aged 48 Years, School Staff, Who Was Reported Positive For Covid-19 On 25 November 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On November 22, 2023."
Kluster Jalan Tungku Kurshiah 2,5,Seremban,2023-12-01,2023-12-13,education,ended,0,48,0,48,0,0,0,"Kluster Ini Merupakan Kluster Berulang Yang Melibatkan Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Tunku Kurshiah, Seremban, 70400 Seremban, Negeri Sembilan. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5145969, Perempuan, Warganegara Malaysia, Berumur 46 Tahun, Yang Dilaporkan Positif Covid-19 Pada 22 November 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 20 November 2023.","This Cluster Is A Recurring Cluster Involving Teachers And Students At An Educational Institution Located At Jalan Tunku Kurshiah, Seremban, 70400 Seremban, Negeri Sembilan. The Index Case For This Cluster Is Case No. 5145969, Female, Malaysian Citizen, Aged 46 Years, Who Was Reported Positive For Covid-19 On 22 November 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Were Also Reported To Have Started Showing Symptoms On November 20, 2023."
Kluster Dua Jalan Sungai Ramal 2,10,Hulu Langat,2023-12-02,2023-12-01,education,ended,0,61,0,60,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Kedua Hasil Saringan Bergejala Yang Melibatkan Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Sungai Ramal, Sungai Ramal Luar, 43000 Kajang, Selangor.","This Cluster Is The Second Repeated Cluster Of Symptomatic Screening Results Involving Teachers And Students At An Educational Institution Located At Jalan Sungai Ramal, Sungai Ramal Luar, 43000 Kajang, Selangor."
Kluster Km 36 Jalan Ipoh 2,10,Hulu Selangor,2023-12-02,2023-12-06,detentionCentre,ended,0,44,0,118,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Kedua  Yang Melibatkan Penghuni- Penghuni Pusat Pemulihan Yang Terletak Di Km 36, Off Jalan Ipoh, 48200 Serendah, Hulu Selangor, Selangor. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5146294, Lelaki, Warganegara Malaysia, Berumur 31 Tahun, Yang Dilaporkan Positif Covid-19 Pada 2 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 27 November 2023.","This Cluster Is The Second Recurring Cluster Involving The Residents Of The Rehabilitation Center Located At Km 36, Off Jalan Ipoh, 48200 Serendah, Hulu Selangor, Selangor. The Index Case For This Cluster Is Case No. 5146294, Male, Malaysian Citizen, Aged 31 Years, Who Was Reported Positive For Covid-19 On 2 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On November 27, 2023."
Kluster Lingkungan Ilmu,10,Hulu Langat,2023-12-03,2023-12-02,education,ended,0,26,0,26,0,0,0,"Kluster Ini Merupakan Hasil Saringan Bergejala Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Universiti Kebangsaan Malaysia, 43600 Bangi, Selangor","This Cluster Is The Result Of Symptomatic Screening Involving Students At An Educational Institution Located At Universiti Kebangsaan Malaysia, 43600 Bangi, Selangor"
Kluster Dah Pen Aping,2,Bandar Baharu,2023-12-05,2023-12-04,education,ended,0,17,0,273,0,0,17,"Kluster Ini Merupakan Kluster Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Bukit Aping, 09800 Bandar Baharu Serdang, Kedah. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5150190, Lelaki, Warganegara Malaysia, Berumur 14 Tahun, Yang Dilaporkan Positif Covid-19 Pada 5 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 30 November 2023","This Cluster Is A Cluster Involving Students At An Educational Institution Located At Jalan Bukit Aping, 09800 Bandar Baharu Serdang, Kedah. The Index Case For This Cluster Is Case No. Xxxxx, Male, Malaysian Citizen, Aged 14 Years, Who Was Reported Positive For Covid-19 On 5 December 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Are Also Reported To Have Started Showing Symptoms On November 30, 2023"
Kluster Cabang Gong Kedak,3,Pasir Puteh,2023-12-05,2023-12-12,education,ended,0,36,0,128,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Tudm, Gong Kedak, 16800, Pasir Puteh, Kelantan. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5150359 Perempuan, Warganegara Malaysia, Berumur 13 Tahun, Yang Dilaporkan Positif Covid-19 Pada 5 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 26 November 2023.","This Cluster Is A Cluster Involving Students At An Educational Institution Located At Jalan Tudm, Gong Kedak, 16800, Pasir Puteh, Kelantan. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 13, Who Was Reported Positive For Covid-19 On December 5, 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On November 26, 2023."
Kluster Industri Persiaran Usahawan Tiga 3,10,Hulu Langat,2023-12-06,2023-12-05,workplace,ended,0,10,0,10,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Pekerja-Pekerja Di Sebuah Syarikat Pengilangan  Yang Terletak Di  Lot 3, Persiaran Usahawan, Taman Lks, 43650 Bandar Baru Bangi, Selangor. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5150902, Lelaki, Warganegara Malaysia, Berumur 55 Tahun, Yang Dilaporkan Positif Covid-19 Pada 6 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 13 November 2023.","This Cluster Is A Cluster Involving Workers In A Manufacturing Company Located At Lot 3, Persiaran Usahawan, Taman Lks, 43650 Bandar Baru Bangi, Selangor. The Index Case For This Cluster Is Case No.5150902, Male, Malaysian Citizen, Aged 55 Years, Who Was Reported Positive For Covid-19 On 6 December 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Were Also Reported To Have Started Showing Symptoms On November 13, 2023"
Kluster Jalan Seladang Pasar 4,14,Cheras,2023-12-06,2023-12-05,education,ended,0,6,0,34,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Keempat Hasil Saringan Bergejala Yang Melibatkan Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Seladang Off, Jalan Pasar, 55100 Cheras, Kuala Lumpur.","This Cluster Is The Fourth Repeated Cluster Of Symptomatic Screening Results Involving Teachers And Students At An Educational Institution Located At Jalan Seladang Off, Jalan Pasar, 55100 Cheras, Kuala Lumpur."
Kluster Lorong Bukit Piatu 15 3,4,Melaka Tengah,2023-12-06,2023-12-10,education,ended,0,53,0,70,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Ketiga Yang Melibatkan Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Lorong Bukit Piatu 15, 75150 Melaka Tengah, Melaka. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5152544, Lelaki, Warganegara Malaysia, Berumur 31 Tahun, Yang Dilaporkan Positif Covid-19 Pada 6 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 29 November 2023.","This Cluster Is The Third Recurring Cluster Involving Teachers And Students At An Educational Institution Located At Lorong Bukit Piatu 15, 75150 Melaka Tengah, Melaka. The Index Case For This Cluster Is Case No. 5152544, Male, Malaysian Citizen, Aged 31 Years, Who Was Reported Positive For Covid-19 On 6 November 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On 29 December 2023"
Kluster Lima Jalan Yaacob Latif 2,14,Cheras,2023-12-07,2023-12-06,highRisk,ended,0,5,0,7,0,0,0,"Kluster Ini Melibatkan Pekerja Dan Penghuni Sebuah Hospital Yang Terletak Di  Jalan Yaacob Latif, Bandar Tun Tazak, 56000 Cheras Kuala Lumpur. Kes Indeks Untuk Kluster Ini Merupakan Kes No. Xxxxx,  Seorang Perempuan Berumur 35 Tahun, Warganegara Malaysia Yang  Dilaporkan Positif Covid-19 Pada 6 Disember 2023 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 3 Disember 2023.","This Cluster Involves Employees And Residents Of A Hospital Located In Jalan Yaacob Latif, Bandar Tun Tazak, 56000 Cheras Kuala Lumpur. The Index Case For This Cluster Is Case No. Xxxxx, A 35-Year-Old Female, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 6 December 2023 As A Result Of Symptomatic Screening. The Case Started Showing Symptoms On December 3, 2023."
Kluster Jalan Tay Boon Seng,4,Melaka Tengah,2023-12-07,2023-12-06,highRisk,ended,0,26,0,36,0,0,0,"Kluster Ini Melibatkan Penghuni Dan Pekerja Sebuah Pusat Jagaan Warga Emas Yang Terletak Di Taman Tay Boon Seng, Klebang Besar, 75200, Melaka. Kes Indeks Untuk Kluster Ini Merupakan Kes No. 5150574,  Seorang Perempuan Berumur 90 Tahun, Warganegara Malaysia Yang  Dilaporkan Positif Covid-19 Pada 5 Disember 2023 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 2 Disember 2023.","This Cluster Involves The Residents And Workers Of An Elderly Care Center Located In Taman Tay Boon Seng, Klebang Besar, 75200, Melaka. The Index Case For This Cluster Is Case No. 5150574, A 90-Year-Old Woman, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 5 December 2023 As A Result Of Symptomatic Screening. The Case Started Showing Symptoms On December 2, 2023."
Kluster Jalan Masjid Negeri 3,7,Timur Laut,2023-12-07,2023-12-07,highRisk,ended,0,12,0,157,0,0,0,"Kluster Ini Melibatkan Penghuni Sebuah Pusat Jagaan Warga Emas Yang Terletak Di Jalan Masjid Negeri, 11600 Jelutong, Pulau Pinang. Kes Indeks Untuk Kluster Ini Merupakan Kes No. Xxxxx,  Seorang Perempuan Berumur 82 Tahun, Warganegara Malaysia Yang  Dilaporkan Positif Covid-19 Pada 6 Disember 2023 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 3 Disember 2023.","This Cluster Involves Residents Of An Elderly Care Center Located In Jalan Masjid Negeri, 11600 Jelutong, Penang. The Index Case For This Cluster Is Case No. Xxxxx, An 82-Year-Old Woman, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 6 December 2023 As A Result Of Symptomatic Screening. The Case Started Showing Symptoms On December 3, 2023."
Kluster Enam Jalan Yaacob Latif,14,Cheras,2023-12-07,2023-12-07,highRisk,ended,0,26,0,61,0,0,0,"Kluster Ini Melibatkan Pekerja Dan Penghuni Sebuah Hospital Yang Terletak Di  Jalan Yaacob Latif, Bandar Tun Tazak, 56000 Cheras Kuala Lumpur. Kes Indeks Untuk Kluster Ini Merupakan Kes No. Xxxxx,  Seorang Lelaki Berumur 16 Tahun, Warganegara Malaysia Yang  Dilaporkan Positif Covid-19 Pada 6 Disember 2023 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 30 November 2023.","This Cluster Involves Employees And Residents Of A Hospital Located In Jalan Yaacob Latif, Bandar Tun Tazak, 56000 Cheras Kuala Lumpur. The Index Case For This Cluster Is Case No. Xxxxx, A 16-Year-Old Male, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 6 December 2023 As A Result Of Symptomatic Screening. Cases Started Showing Symptoms On November 30, 2023."
Kluster Solok Ross,7,Timur Laut,2023-12-07,2023-12-09,highRisk,ended,0,14,0,53,0,0,0,"Kluster Ini Melibatkan Penghuni Sebuah Pusat Jagaan Warga Emas Yang Terletak Di Jalan Ross, 10450 George Town, Pulau Pinang. Kes Indeks Untuk Kluster Ini Merupakan Kes No. Xxxxx,  Seorang Perempuan Berumur 92 Tahun, Warganegara Malaysia Yang  Dilaporkan Positif Covid-19 Pada 6 Disember 2023 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 3 Disember 2023.","This Cluster Involves The Residents Of An Elderly Care Center Located In Jalan Ross, 10450 George Town, Penang. The Index Case For This Cluster Is Case No. Xxxxx, A 92-Year-Old Woman, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 6 December 2023 As A Result Of Symptomatic Screening. The Case Started Showing Symptoms On December 3, 2023."
Kluster Seksyen 17 Lembah Sireh 3,3,"Pasir Puteh, Kota Bharu, Bachok, Pasir Mas",2023-12-07,2023-12-10,education,ended,0,33,0,95,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Ketiga Yang Melibatkan Pensyarah Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Seksyen 17, 15050 Kota Bharu, Kelantan. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxx, Perempuan, Warganegara Malaysia, Berumur 47 Tahun, Pensyarah Di Pusat Pendidikan Tersebut, Yang Dilaporkan Positif Covid-19 Pada 7 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 29 November 2023.","This Cluster Is The Third Recurring Cluster Involving Lecturers And Students At An Educational Institution Located In Section 17, 15050 Kota Bharu, Kelantan. The Index Case For This Cluster Is Case No. Xxxx, Female, Malaysian Citizen, Aged 47, A Lecturer At The Said Education Center, Who Was Reported Positive For Covid-19 On 7 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On November 29, 2023."
Kluster Jalan Free School 3,7,Timur Laut,2023-12-08,2023-12-07,highRisk,ended,0,8,0,19,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Ke Tiga Melibatkan Penghuni Dan Pekerja Sebuah Pusat Jagaan Warga Emas Yang Terletak Di 20, Jalan Free School 11600 Jelutong, Pulau Pinang. Kes Indeks Untuk Kluster Ini Merupakan Kes No. Xxxxx,  Seorang Lelaki Berumur 76 Tahun, Warganegara Malaysia Yang  Dilaporkan Positif Covid-19 Pada 8 Disember 2023 Hasil Saringan Bergejala. Kes Mula Bergejala Pada 5 Disember 2023.","This Cluster Is The Third Repeated Cluster Involving Residents And Employees Of An Elderly Care Center Located At 20, Jalan Free School 11600 Jelutong, Penang. The Index Case For This Cluster Is Case No. Xxxxx, A 76-Year-Old Man, A Malaysian Citizen Who Was Reported Positive For Covid-19 On 8 December 2023 As A Result Of Symptomatic Screening. The Case Started Showing Symptoms On December 5, 2023."
Kluster Persiaran Majlis,10,Kuala Langat,2023-12-08,2023-12-07,education,ended,0,12,0,16,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Persiaran Majlis, Taman Kemuning 42700 Banting, Selangor. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Perempuan, Warganegara Malaysia, Berumur 45 Tahun, Yang Dilaporkan Positif Covid-19 Pada 8 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 27 November 2023.","This Cluster Is A Cluster Involving Teachers And Students At An Educational Institution Located At Persiaran Majlis, Taman Kemuning 42700 Banting, Selangor. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 45 Years, Who Was Reported Positive For Covid-19 On 8 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On November 27, 2023."
Kluster Dua Jalan Sultan Abdul Samad,10,Kuala Langat,2023-12-08,2023-12-07,education,ended,0,14,0,16,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Sultan Abdul Samad, Kampung Sungai Raba 42700 Banting. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Perempuan, Warganegara Malaysia, Berumur 29 Tahun, Yang Dilaporkan Positif Covid-19 Pada 8 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 28 November 2023.","This Cluster Is A Cluster Involving Teachers And Students At An Educational Institution Located In Jalan Sultan Abdul Samad, Kampung Sungai Raba 42700 Banting. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 29, Who Was Reported Positive For Covid-19 On 8 December 2023 As A Result Of Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On November 28, 2023."
Kluster Jalan Datuk Abdul Razak 2,14,Titiwangsa,2023-12-08,2023-12-08,education,ended,0,20,0,111,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Kedua Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Dewan Sultan Sulaiman, Chow Kit, 50300 Kuala Lumpur. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Perempuan, Warganegara Malaysia, Berumur 15 Tahun, Yang Dilaporkan Positif Covid-19 Pada 8 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 3 Disember 2023.","This Cluster Is The Second Recurring Cluster Involving Students At An Educational Institution Located At Jalan Dewan Sultan Sulaiman, Chow Kit, 50300 Kuala Lumpur. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 15 Years, Who Was Reported Positive For Covid-19 On 8 December 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Are Also Reported To Have Started Showing Symptoms On December 3, 2023."
Kluster Jalan Sungai Lang,10,Kuala Langat,2023-12-08,2023-12-08,education,ended,0,14,0,14,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Sungai Lang, Kampung Sungai Lang Tengah 42700 Banting. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Perempuan, Warganegara Malaysia, Berumur 52 Tahun, Yang Dilaporkan Positif Covid-19 Pada 8 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 3 Disember 2023.","This Cluster Is A Cluster Involving Teachers And Students At An Educational Institution Located In Jalan Sungai Lang, Kampung Sungai Lang Tengah 42700 Banting. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 52 Years, Who Was Reported Positive For Covid-19 On 8 December 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Are Also Reported To Have Started Showing Symptoms On December 3, 2023."
Kluster Jalan Rantau 3,5,Seremban,2023-12-08,2023-12-11,education,ended,0,33,0,33,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Ke Tiga Yang Melibatkan Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di 71450 Sungai Gadut, Seremban, Negeri Sembilan. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Lelaki, Warganegara Malaysia, Berumur 13 Tahun, Yang Dilaporkan Positif Covid-19 Pada 8 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 28 November 2023.","This Cluster Is The Third Repeated Cluster Involving Teachers And Students At An Educational Institution Located In 71450 Sungai Gadut, Seremban, Negeri Sembilan. The Index Case For This Cluster Is Case No. Xxxxx, Male, Malaysian Citizen, Aged 13, Who Was Reported Positive For Covid-19 On 8 December 2023 As A Result Of Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On November 28, 2023."
Kluster Jalan Pasar Sijangkang,10,Kuala Langat,2023-12-09,2023-12-08,education,ended,0,24,0,24,0,0,0,"Kluster Ini Melibatkan Guru- Guru Dan Satf Di Sebuah Institusi Pendidikan Yang Terletak Di 42500 Telok Panglima Garang, Selangor. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5157563, Perempuan, Warganegara Malaysia, Berumur 42 Tahun, Yang Dilaporkan Positif Covid-19 Pada 9 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 3 Disember 2023.","This Cluster Involves Teachers And Staff At An Educational Institution Located In 42500 Telok Panglima Garang, Selangor. The Index Case For This Cluster Is Case No. 5157563, Female, Malaysian Citizen, Aged 42 Years, Who Was Reported Positive For Covid-19 On 9 December 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Are Also Reported To Have Started Showing Symptoms On December 3, 2023."
Kluster Jalan Kesuma 7/1,10,Hulu Langat,2023-12-09,2023-12-08,education,ended,0,12,0,12,0,0,0,"Kluster Ini Melibatkan Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Kesuma 7/1, Bandar Tasik Kesuma, 43700 Beranang, Selangor. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5157577, Perempuan, Warganegara Malaysia, Berumur 8 Tahun, Yang Dilaporkan Positif Covid-19 Pada 9 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada Xx November 2023.","This Cluster Involves Teachers And Students At An Educational Institution Located At Jalan Kesuma 7/1, Bandar Tasik Kesuma, 43700 Beranang, Selangor. The Index Case For This Cluster Is Case No. 5157577, Female, Malaysian Citizen, Aged Xx Years, Who Was Reported Positive For Covid-19 On 9 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On Xx November 2023."
